作者,歌名,BPM,拍号,热度
陳慧珊,有緣人,132.04,4/4拍,30
Sodagreen,小情歌 - Live,132.06,4/4拍,30
Fish Leong,第三者,132.2,4/4拍,30
葉歡,時間帶不走空間,132.88,4/4拍,30
JW,安全感,133.77,4/4拍,30
Alfred Hui,厭棄,133.88,4/4拍,30
Justin Lo,情永落,133.9,4/4拍,30
Hins Cheung,迷失藝術 (Live),133.91,4/4拍,30
Jay Chou,"我落淚,情緒零碎",133.94,4/4拍,30
Chiang Yu-Heng,歷盡滄桑的溫柔,133.96,4/4拍,30
Jonathan Lee,鎖上記憶,133.97,4/4拍,30
Denise Ho,化蝶,134.02,4/4拍,30
Leon Lai,藍色街燈 (電影”都市情緣”插曲),134.03,4/4拍,30
Bii,到不了的幸福,134.04,4/4拍,30
"William So, JW",性情中人,134.06,4/4拍,30
Jody Chiang,憨阿嬤,134.07,4/4拍,30
Joey Yung,損友,134.13,4/4拍,30
鳳飛飛,心肝寶貝,134.28,4/4拍,30
Chiang Yu-Heng,最後一次等待,134.61,6/8拍,30
Dear Jane,哀的美敦書 - Acoustic Studio Live,134.75,4/4拍,30
Chilam,戀上外星人,134.9,4/4拍,30
Dear Jane,未開始已經結束 - Acoustic Studio Live,134.9,4/4拍,30
晨曦光廊,60km/h,135.02,4/4拍,30
Joyce Cheng,@princejoyce,135.07,4/4拍,30
Leo Ku,時代,135.35,4/4拍,30
Miriam Yeung,童話,135.8,4/4拍,30
Dave Wong,大約在冬季,135.9,4/4拍,30
Andy Lau,再吻我吧!,135.91,4/4拍,30
Juno Mak,酷兒,135.94,4/4拍,30
Dear Jane,二十年後的歌 - 10th Anniversary Version,135.96,4/4拍,30
S.H.E,我們怎麼了,135.97,4/4拍,30
Juno Mak,櫻吹雪,135.99,4/4拍,30
Maggie Chiang,再一次也好 - Romantic Version,135.99,4/4拍,30
Charmaine Fong,唵嘛呢叭咪吽,136.04,4/4拍,30
Hins Cheung,我本人,136.05,4/4拍,30
Vincent Wong,拖字闕,136.09,4/4拍,30
JC 陳詠桐,生路,136.8,4/4拍,30
Jason Chan,固執,137.6,4/4拍,30
CoCo Lee,月光愛人,137.96,4/4拍,30
Eason Chan,我的世界末日,137.96,4/4拍,30
Jacky Wu,我會想你,137.99,4/4拍,30
Leo Ku,友共情,138.02,4/4拍,30
Janice Vidal,心有不甘,138.07,4/4拍,30
鄭怡,海上花,138.78,4/4拍,30
"林姍姍, Danny Chan, David Ling Jr",再見 Puppy Love,139.32,4/4拍,30
Alan Tam,暴風女神LORELEI - 電影《龍兄虎弟》歌曲,139.41,4/4拍,30
Angela Hui,情歌之後,139.68,4/4拍,30
Stephanie Cheng,借,139.77,4/4拍,30
Chet Lam,The Best Is Yet To Come,139.92,4/4拍,30
Angela Hui,I'm Sorry,139.93,4/4拍,30
Fish Leong,夢醒時分,140.01,4/4拍,30
Members Of Mayday,Culture Flash - Short,140.01,4/4拍,30
林依晨,翅膀,140.02,4/4拍,30
Phil Chang,Rain Keeps Falling,140.05,4/4拍,30
my little airport,只因當時太緊張,140.05,4/4拍,30
Kenji Wu,學不會,140.14,4/4拍,30
Fiona Sit,十年後的我,140.18,4/4拍,30
"Alan Tam, Shirley Kwan",明天你是否依然愛我,140.18,4/4拍,30
Twins,丟架,141.01,4/4拍,30
Twins,雙驕吐艷慶新春 : 祝福你 / 新年快樂,142.01,4/4拍,30
Wakin Chau,有沒有一首歌會讓你想起我,142.01,4/4拍,30
黃品源,白鷺鷥,142.03,4/4拍,30
Kelvin Kwan,大喊包(獨唱),142.07,4/4拍,30
Eli Hsieh,濕了分寸,143.69,4/4拍,30
Raymond Lam,On My Way - TVB劇集「衝上雲宵 II」片尾曲,143.92,4/4拍,30
新青年理髮廳,隨風,144.05,4/4拍,30
Joyce Cheng,先哭為敬 - 尾班車 Version,144.82,4/4拍,30
Mayday Parade,Your Song - EP Version,144.9,4/4拍,30
林良樂,冷井情深,145.43,4/4拍,30
S.H.E,河滨公园,145.67,6/8拍,30
Hacken Lee,遙遠的她,146.02,4/4拍,30
George Lam,每一個晚上,146.08,4/4拍,30
Dear Jane,不明來電,146.11,4/4拍,30
Priscilla Chan,歸來吧,146.34,4/4拍,30
Sammi Cheng,多得他,147.26,4/4拍,30
Jenny Tseng,我曾用心愛著你,147.5,4/4拍,30
Rainie Yang,任意門,147.96,4/4拍,30
Hubert Wu,一生一心 - (劇集 "天梯" 主題曲),148.1,4/4拍,30
Mayday Parade,New Years Project,149.74,6/8拍,30
Zhang Zhen Yue,自由,149.9,4/4拍,30
JJ Lin,不存在的情人,149.95,4/4拍,30
Beyond,不可一世,150,4/4拍,30
Mayday,倉頡,150,4/4拍,30
Stream of Praise,我要向高山舉目,150.02,4/4拍,30
Zpecial,早知 (音樂永續作品),150.04,4/4拍,30
"Aaron Kwok, Simon Li",Para Para Sakura - 電影主題曲,150.98,4/4拍,30
Beyond,無淚的遺憾,151.91,4/4拍,30
Andy Hui,流淚行勝利道,151.99,4/4拍,30
"Aaron Kwok, Beta Soul",唱這歌,152,4/4拍,30
Dear Jane,遠征,152.17,4/4拍,30
"Annabelle Lui, 彭健新",停不了的愛 - 電影"停不了的愛"歌曲,152.5,4/4拍,30
Sammi Cheng,如何忍眼淚,153.57,4/4拍,30
Jade Kwan,你有心,153.7,4/4拍,30
"Susanne Ho, 鄭丹瑞",無可奉告,153.71,6/8拍,30
Eason Chan,黑擇明,153.78,4/4拍,30
甄楚倩,深夜港灣,154.02,4/4拍,30
Shiga Lin,路再荒你在旁 - 劇集“機智女法醫”片尾曲,154.34,4/4拍,30
Mayday Parade,Terrible Things,154.99,6/8拍,30
Mayday Parade,The End,155,4/4拍,30
頑童Mj116,超級酷,155.03,4/4拍,30
per se,竊竊詩,155.25,4/4拍,30
Fiona Sit,此時此刻 - (劇集 "名媛望族" 主題曲),156,4/4拍,30
Endy Chow,時空,158,4/4拍,30
Leon Lai,夏日傾情,158.04,4/4拍,30
"Hacken Lee, AGA",戀愛為何物,158.14,4/4拍,30
"Cyndi Wang, Show Luo",陪我到以後 (feat. 羅志祥),159.9,4/4拍,30
黃宗澤,道別昨天 - (劇集《法證先鋒V》插曲),159.95,4/4拍,30
Kelly Chen,前所未見,159.99,4/4拍,30
黃立行,冷水澡,160.07,4/4拍,30
"Jia Liang Luo, 張可頤, 宣萱, 吳鎮宇",難兄難弟,160.32,4/4拍,30
Nan Quan Mama,悄悄告訴她,161.83,4/4拍,30
JW,誰人在身邊 - 劇集 ”燕雲台” 主題曲,163.76,4/4拍,30
Joey Yung,揮著翅膀的女孩 - 國,163.99,4/4拍,30
"頑童Mj116, J.Sheon",Running (feat. J.Sheon),164.01,4/4拍,30
Obviously,我愛你但那與你無關,164.97,6/8拍,30
Mixer,上台,166.01,4/4拍,30
Calvert Fu,自動棄權(放手版),167.37,4/4拍,30
蜜雪薇琪,獨立,167.91,4/4拍,30
S.H.E,热带雨林,169.51,4/4拍,30
24Herbs,Hot in the 852,170.05,4/4拍,30
頑童Mj116,Jungle,170.24,4/4拍,30
Dou Wei,噢乖,171.21,4/4拍,30
Ronald Cheng,三生有幸,171.75,4/4拍,30
Jody Chiang,黃昏的故鄉,171.84,4/4拍,30
蔡國權,順流逆流,172.14,4/4拍,30
Mayday Parade,When You See My Friends - Acoustic,173.08,6/8拍,30
"Zhang Zhen Yue, Lin Hsin Yi",回到過去,173.99,4/4拍,30
"Dave Wong, 李子恆, chang Yong Fu",為了愛夢一生,174.46,4/4拍,30
Sammi Cheng,天生一半,175.76,4/4拍,30
Faye Wong,但願人長久,176.77,4/4拍,30
Teresa Teng,北の旅人,177.76,4/4拍,30
Teresa Teng,北の旅人,177.82,4/4拍,30
Jade Kwan,負擔不起,179.76,6/8拍,30
Alan Tam,情緣巴士站,179.93,4/4拍,30
Hins Cheung,騷靈情歌 (Live),179.98,4/4拍,30
Edison Chen,I Never Told You - feat. 陳奐仁,180.06,4/4拍,30
Leo Ku,喜歡,180.29,4/4拍,30
Jolin Tsai,騎士精神,180.33,4/4拍,30
Prudence Liew,午夜情,181.72,4/4拍,30
David Tao,沙灘 - 鋼琴版,183.29,4/4拍,30
"頑童Mj116, MC HotDog",MJ Fresh Gang (feat. MC HotDog),183.85,4/4拍,30
Sodagreen,狂熱,185.17,4/4拍,30
Teresa Teng,何日君再來,185.25,4/4拍,30
Fire EX.,A Man on the Sea,189.88,6/8拍,30
Ronald Cheng,戒情人 - 國,202.95,4/4拍,30
Eason Chan,BABY SONG (國),67.03,4/4拍,29
Hins Cheung,為你鍾情 (Live),68.15,4/4拍,29
Vivian Chow,如果你知我苦衷 - 電影"藍江傳之反飛組風雲"歌曲,72.12,4/4拍,29
Karen Mok,寶貝,72.97,4/4拍,29
HotCha,對我有感覺,73.02,4/4拍,29
Leehom Wang,"此刻, 你心裡想起誰",73.99,4/4拍,29
Hins Cheung,酩酊天使 (Live),74.06,4/4拍,29
蔡楓華,也許,74.54,4/4拍,29
"Ekin Cheng, Jordan Chan",熱血燃燒,74.65,4/4拍,29
Ivana Wong,好時辰,74.79,4/4拍,29
Teresa Teng,心裡夢裏,75.24,4/4拍,29
張栢芝,星語心願 - Movie Version,75.42,6/8拍,29
Sandy Lam,天各一方,75.72,4/4拍,29
Joyce Cheng,無人完美 - (劇集 "畢打自己人" 片尾曲),76,4/4拍,29
Jordan Chan,一句到尾,76.03,4/4拍,29
Phil Chang,單戀一枝花,76.88,4/4拍,29
Pakho Chau,最好不過,76.99,4/4拍,29
Kaho Hung,好奇殺死愛,77.01,4/4拍,29
侯湘婷,兩個冬天,77.03,4/4拍,29
Sunset Rollercoaster,Queen,77.54,4/4拍,29
Pakho Chau,莫失莫忘,77.97,4/4拍,29
S.H.E,愛就對了,78.02,4/4拍,29
Teresa Teng,月亮代表我的心,78.09,4/4拍,29
S.H.E,愛呢,78.12,4/4拍,29
艾粒,One Way,78.51,4/4拍,29
Naiwen Yang,我離開我自己,78.54,4/4拍,29
"Dave Wong, Chen Xiao-Nan, 李子恆, Ricky Ho, Shan Tahir, Ye Chui Qing, chang Yong Fu",心痛,78.7,4/4拍,29
David Tao,暗戀,79.24,4/4拍,29
Penny Tai,光著我的腳ㄚ子,79.31,6/8拍,29
Samantha Lam,感情的段落,79.91,4/4拍,29
S.H.E,612星球,79.96,4/4拍,29
Eason Chan,心燒,79.99,4/4拍,29
Hubert Wu,十字路口 - 劇集 “降魔的2.0” 主題曲,80,4/4拍,29
Da Mouth,喇舌,80.02,4/4拍,29
Miriam Yeung,咬唇 - 電影"新紮師妹II美麗任務"歌曲,80.79,4/4拍,29
Anthony Wong,暗湧 - 電影"愈快樂愈墮落"歌曲,80.89,4/4拍,29
Deanie Ip,赤子,81.87,4/4拍,29
Kwan Gor,離場沒有理由 - (劇集《隱形戰隊》插曲),81.91,4/4拍,29
Jody Chiang,頭仔,82.66,4/4拍,29
Hins Cheung,天才兒童1985 (Live),82.77,4/4拍,29
Tsai Chin,情人的眼淚,82.93,6/8拍,29
Johnny Ip,忘盡心中情 - 無線電視劇[蘇乞兒]主題曲,83.4,4/4拍,29
Danny Chan,喝彩,83.46,4/4拍,29
Ronald Cheng,我代你哭,84.06,4/4拍,29
Sodagreen,如果凝結就是愛,84.92,4/4拍,29
Jody Chiang,港都夜雨,86.49,4/4拍,29
Grasshopper,愛拼才會贏,86.91,4/4拍,29
Jay Chou,完美主義,89.81,4/4拍,29
LMF,債,89.91,4/4拍,29
Soft Lipa,找王A,90,4/4拍,29
Zhang Zhen Yue,無名的情歌,90,4/4拍,29
Da Mouth,Maybe的機率,90.01,4/4拍,29
Jacky Cheung,情已逝,90.83,4/4拍,29
Jacky Cheung,回頭太難,92,4/4拍,29
Jay Chou,米蘭的小鐵匠,92.98,4/4拍,29
Power Station,第二次分手,93.11,4/4拍,29
陳思安,家後,93.81,4/4拍,29
F.I.R.,飛行部落,93.86,4/4拍,29
Jay Chou,印地安老斑鳩,93.95,4/4拍,29
Khalil Fong,愛不來 (feat. MISS KO),94.57,4/4拍,29
Linda Wong,緣份,94.92,4/4拍,29
周麗淇,Ke Xi Ta You Nu Peng You,94.97,4/4拍,29
Jody Chiang,月夜愁,95.67,4/4拍,29
Power Station,想你是臨睡的習慣,95.93,4/4拍,29
Yoyo Sham,這裡,95.98,4/4拍,29
Kit Chan,等了又等,95.99,4/4拍,29
Will Pan,壁虎漫步,95.99,4/4拍,29
Mayday Parade,How Do You Like Me Now,96,4/4拍,29
Penny Tai,街角的祝福,96,4/4拍,29
劉錫明,是緣是債是場夢,96.01,4/4拍,29
無印良品,身邊,97.06,4/4拍,29
Penny Tai,野薔薇 - Live,97.92,4/4拍,29
Jay Chou,藍色風暴,97.99,4/4拍,29
Khalil Fong,頌海 (feat. 王詩安),98,4/4拍,29
A-Mei Chang,過不去,98.26,4/4拍,29
Mayday,戀愛ing,98.48,4/4拍,29
新青年理髮廳,世界是一列由東向西駛往的火車,99.09,4/4拍,29
The Hertz,Lay On My Shoulder,99.95,4/4拍,29
Mayday,燕尾蝶,99.97,4/4拍,29
Zhang Zhen Yue,不要說愛我 - 重新編曲版,100.01,4/4拍,29
Jacky Cheung,祇願一生愛一人,100.03,4/4拍,29
Anson Kong 江𤒹生,千億個或許,100.03,4/4拍,29
Fire EX.,Good Night! Formosa!,100.05,4/4拍,29
Deserts Chang,日子 - Fleeting Days,100.26,4/4拍,29
麥浚龍 & 莫文蔚,瑕疵,100.88,4/4拍,29
Aaron Kwok,我為何讓你走,101.23,4/4拍,29
侯湘婷,曖昧,101.86,4/4拍,29
Jolin Tsai,說愛你,101.98,4/4拍,29
小虎隊,叫你一聲My Love,102.01,4/4拍,29
Rene Liu,風和日麗,102.04,4/4拍,29
Tsui Ping,今宵多珍重,102.9,4/4拍,29
Penny Tai,一個人的行李,102.97,4/4拍,29
"Kelly Chen, Dry",紀念日,103,4/4拍,29
Sunset Rollercoaster,No Man's Land,103.33,4/4拍,29
Mike 曾比特,重見,103.98,6/8拍,29
Sodagreen,日光,104.01,6/8拍,29
"Roman Tam, Jenny Tseng",一生有意義 (無線電視劇[射鵰英雄傳之東邪西毒]主題曲) - 1998 Digital Remaster;,104.03,4/4拍,29
Sally Yeh,傷逝 - Live,104.98,4/4拍,29
Leon Lai,"對不起,我愛你",105.69,4/4拍,29
Diana Wang,Hey Boy,105.99,4/4拍,29
Eason Chan,暫停.開始過 - Live at EasON AIR,105.99,4/4拍,29
Panther Chan,純真傳說 (音樂永續作品),106,4/4拍,29
Power Station,繼續轉動,106.02,4/4拍,29
The Hertz,阿喪,106.06,4/4拍,29
潘迪華,Bengawan Solo,106.47,4/4拍,29
Leslie Cheung,共同渡過,106.78,4/4拍,29
Faye Wong,蝴蝶,106.95,4/4拍,29
Jacky Cheung,祇有你不知道,107.98,6/8拍,29
Karen Mok,單人房雙人床,108.03,4/4拍,29
Charmaine Fong,你好嗎,108.08,4/4拍,29
Pong Nan,圍牆倒下前,108.51,4/4拍,29
Jordan Chan,亂世巨星,108.94,4/4拍,29
Jenny Tseng,東方之珠,109.82,4/4拍,29
Dicky Cheung,西遊記,109.92,4/4拍,29
Jordan Chan,離不開妳,109.98,4/4拍,29
Zhang Zhen Yue,跑車與坦克,110,4/4拍,29
A-Mei Chang,黑吃黑,110,4/4拍,29
JJ Lin,就是我,110.02,4/4拍,29
Will Pan,我的麥克風,110.04,4/4拍,29
Jody Chiang,苦酒的探戈 - Remastered,110.1,4/4拍,29
Phil Chang,一個人的天荒地老,110.84,4/4拍,29
Paula Tsui,漫漫前路,110.85,4/4拍,29
Leo Ku,第二最愛,110.98,4/4拍,29
Dou Wei,高級動物,111.27,4/4拍,29
Andy Lau,浪子心聲,111.5,4/4拍,29
Cyndi Wang,那年夏天寧靜的海,111.89,4/4拍,29
Hacken Lee,格林童話,111.94,6/8拍,29
Gigi Leung,兩個人的幸運,111.94,4/4拍,29
Sam Lee,手放開,111.98,4/4拍,29
黃仲崑,有多少愛可以重來,112.2,4/4拍,29
Mayday,小時候,112.42,4/4拍,29
"Chen Lei, 陳思安",叫一聲心愛的,112.68,6/8拍,29
Sally Yeh,黎明不要來,112.74,4/4拍,29
Karen Mok,一生所爱,112.96,4/4拍,29
Dear Jane,草戒指,113.04,4/4拍,29
Eli Hsieh,查理,113.1,4/4拍,29
Wanfang,就值得了愛,113.39,4/4拍,29
Eason Chan,信心花舍,113.56,6/8拍,29
Bowie Lam,愛不出口,114.07,4/4拍,29
Hins Cheung,少女的祈禱,114.43,4/4拍,29
Jordan Chan,0932,114.98,4/4拍,29
Kelly Chen,對不起不是你,115.08,4/4拍,29
Power Station,Impulse,115.52,4/4拍,29
"Ivana Wong, Hins Cheung",手望 (Hins Live in Passion 張敬軒演唱會 2014),115.73,4/4拍,29
my little airport,我在暗中儲首期,115.86,6/8拍,29
Christine Fan,那些花兒,115.96,4/4拍,29
Jolin Tsai,Love Love Love,116.04,4/4拍,29
Janice Vidal,霎眼嬌,116.05,4/4拍,29
Andy Hui,人與人之間,116.09,4/4拍,29
Leo Ku,愛得太遲,117.01,4/4拍,29
曾路得,驟雨中的陽光,117.6,4/4拍,29
G.E.M.,寂寞星球的玫瑰 (The Rose),117.97,4/4拍,29
Leslie Cheung,側面 Silhouette,117.99,4/4拍,29
Mayday Parade,Bruised and Scarred - EP Version,118.03,4/4拍,29
Cyndi Wang,愛情句型,118.06,4/4拍,29
Andy Lau,男人哭吧不是罪,118.22,4/4拍,29
Kaho Hung,反對無效 - Live,118.53,4/4拍,29
Sam Hui,夜半輕私語,118.78,4/4拍,29
Ella Chen,浪費眼淚,119.83,4/4拍,29
鄭希怡,有心人,119.85,4/4拍,29
"飛輪海, S.H.E",新窩,119.97,4/4拍,29
K ONE,風雲變色,119.97,4/4拍,29
Landy Wen,熱浪,120,4/4拍,29
Power Station,我不知道,120.01,4/4拍,29
陳健安,創作者的派對,120.97,4/4拍,29
Yoga Lin,思凡,121.05,4/4拍,29
Mr.,不屈,121.58,6/8拍,29
Sally Yeh,情人知己,121.73,4/4拍,29
Hins Cheung,"愛,禁不起考驗",121.86,4/4拍,29
Janice Vidal,難為自己,121.89,4/4拍,29
Andy Lau,你是我的溫柔,121.9,4/4拍,29
Jay Chou,火車叼位去,122.01,4/4拍,29
A-Lin,我很忙,122.28,4/4拍,29
Kaho Hung,逆時車站 - Live,122.78,4/4拍,29
Nan Quan Mama,初戀粉色系,123.05,4/4拍,29
Wakin Chau,鬼迷心竅,123.14,4/4拍,29
Ekin Cheng,發現,123.29,4/4拍,29
Power Station,你是我的眼,123.45,4/4拍,29
袁鳳瑛,天若有情,123.58,4/4拍,29
"Dave Wong, 陳秀男, Ye Chui Qing, chang Yong Fu",英雄淚,123.74,4/4拍,29
Hins Cheung,俏郎君 (Live),123.84,4/4拍,29
Andy Lau,相信我 (電影《拆彈專家2》主題曲),123.88,4/4拍,29
李唯楓,You Don't Know,123.99,4/4拍,29
Trash,別忘了那天我們醒著,123.99,4/4拍,29
Faye Wong,光之翼,124,4/4拍,29
Elva Hsiao,窗外的天氣,124.02,4/4拍,29
Landy Wen,眼淚知道,124.02,4/4拍,29
TANK 呂建忠,Childhood,124.04,4/4拍,29
Jacky Cheung,餓狼傳說,124.07,4/4拍,29
Yoga Lin,你是我的眼,124.09,4/4拍,29
Anita Mui,女人心,124.36,4/4拍,29
my little airport,"柯德莉,關於風景",124.64,6/8拍,29
Leo Ku,傷追人 - Live,125,4/4拍,29
Cosmos People,想把你拍成一部電影,125.04,4/4拍,29
George Lam,究竟天有幾高,125.62,4/4拍,29
Joey Yung,心淡,125.88,4/4拍,29
裘海正,愛你十分淚七分,125.92,4/4拍,29
Julia Peng,喜歡兩個人,125.92,4/4拍,29
Stephanie Ho,我不會撒嬌 - 劇集 "不懂撒嬌的女人" 主題曲,125.94,6/8拍,29
Hins Cheung,找對的人 (Live),125.95,4/4拍,29
Julia Peng,走在紅毯那一天,125.95,4/4拍,29
Daniel Chan,心理遊戲,126.02,4/4拍,29
ONE PROMISE,I’ll Be Fine,126.02,4/4拍,29
Faye Wong,執迷不悔,126.05,4/4拍,29
Elva Hsiao,遺失的心跳,126.06,4/4拍,29
Jacky Cheung,小城大事 - Live,126.8,4/4拍,29
per se,theENDchild,126.88,4/4拍,29
Edison Chen,你快樂嗎,126.91,4/4拍,29
Alfred Hui,螞蟻,126.94,4/4拍,29
Penny Tai,愛瘋了,126.98,4/4拍,29
Jay Fung,給缺席的人唱首歌「也與你的心靈同在」,126.99,4/4拍,29
JJ Lin,被风吹过的夏天,127.18,4/4拍,29
李心潔,裙擺搖搖,127.71,4/4拍,29
Della,可以不可以,127.72,4/4拍,29
Jeff Chang,忘情忘愛,127.95,4/4拍,29
Eason Chan,裙下之臣,127.97,4/4拍,29
988 DJs,春联红,127.99,4/4拍,29
Michael Wong,如果你還愛我,128,4/4拍,29
Eason Chan,相信你的人 - 《銀河補習班》電影推廣曲,128.29,4/4拍,29
Priscilla Chan,今天的愛人是誰,128.8,4/4拍,29
Wakin Chau,不願一個人,128.85,4/4拍,29
杜麗莎,仍然記得個一次,129.73,4/4拍,29
Ronald Cheng,晴天陰天雨天,129.87,4/4拍,29
Jacky Cheung,來來回回,129.96,4/4拍,29
Gin Lee,虛榮,129.96,4/4拍,29
JJ Lin,距離,129.96,4/4拍,29
Eason Chan,歌.頌,129.98,4/4拍,29
玖壹壹,再會中港路 - Remix Version,129.99,4/4拍,29
831,搖勒搖勒,130.01,4/4拍,29
Where Chou,不愛了也是一種愛,130.02,4/4拍,29
Sam Lee,不顧一切的愛,130.07,4/4拍,29
A-Mei Chang,分生,130.12,4/4拍,29
Janice Vidal,愛在天地動搖時,130.76,4/4拍,29
Mavis Hee,明知道,130.86,4/4拍,29
"Alex Fong, Stephy Tang",七年,130.95,4/4拍,29
玖壹壹,嫁給我吧,130.97,4/4拍,29
Sammi Cheng,捨得,131.2,4/4拍,29
Sam Hui,天才白痴錢錢錢,131.52,4/4拍,29
Meeia Foo,忘記我,131.82,4/4拍,29
Karen Mok,你給我多少時間,131.82,4/4拍,29
Christine Fan,我們的紀念日,131.88,6/8拍,29
Candy Lo,哲學家,131.95,4/4拍,29
Justin Lo,美麗之最,131.97,4/4拍,29
Jay Chou,退後 - Live,131.98,4/4拍,29
頑童Mj116,Super Duper,131.98,4/4拍,29
Jacky Cheung,我醒著做夢,132,4/4拍,29
Joyce Cheng,愛沒如果,132.01,4/4拍,29
玖壹壹,棟未條,132.02,4/4拍,29
Z-Chen,Poet,132.05,4/4拍,29
Phil Chang,一言難盡,132.05,4/4拍,29
"Yu Quan, 慧倫",還剩下什麼,132.06,4/4拍,29
Hins Cheung,假以時日,132.08,4/4拍,29
Sita Chan,後備,132.25,4/4拍,29
JC 陳詠桐,想你念你,132.4,4/4拍,29
Twins,四大才子發大財 : 新春行大運 / 錢會繼續黎 / 天才白痴“錢錢錢” /,133.51,4/4拍,29
Gin Lee,和每天講再見,133.9,4/4拍,29
Joey Yung,抱抱,133.95,4/4拍,29
George Lam,愛到分離仍是愛,133.99,4/4拍,29
Sam Lee,切歌,134,4/4拍,29
A-do,離別,134.02,4/4拍,29
鄭怡,心情,134.39,4/4拍,29
Mayday Parade,Jamie All Over - EP Version,135.07,4/4拍,29
新裤子乐队,过时,135.1,4/4拍,29
Chris Yu,若是我回頭來牽妳的手,135.54,4/4拍,29
Leo Ku,地球很危險,135.88,4/4拍,29
Kay Tse,雨過天陰,135.9,4/4拍,29
Katncandix2,怎麼說呢,135.91,4/4拍,29
G.E.M.,睡公主 Sleeping Beauty,135.91,4/4拍,29
Andy Lau,再會了,135.94,4/4拍,29
Jacky Cheung,怎麼捨得你,135.95,4/4拍,29
Jay Chou,娘子,135.98,4/4拍,29
Cass Phang,無人駕駛,136.01,4/4拍,29
S.H.E,候鳥,136.01,4/4拍,29
Gin Lee,空姐,136.02,4/4拍,29
Hubert Wu,祝君好 - 劇集《十月初五的月光》主題曲,136.05,4/4拍,29
Jason Chan,車匙,136.05,4/4拍,29
黃品源,新年快樂,136.05,4/4拍,29
Leon Lai,"沒名字的歌,無名字的你",136.21,4/4拍,29
"Aaron Kwok, Conrad Wong, John Lin Ming",狂野之城,136.43,4/4拍,29
葉璦菱,因為...所以,137.39,4/4拍,29
Hins Cheung,襯,137.55,4/4拍,29
Nine Chen,已讀不回,137.99,4/4拍,29
Louis Koo,今期流行,138.03,4/4拍,29
Nicholas Tse,黃種人,138.04,4/4拍,29
Aaron Kwok,三岔口,138.04,4/4拍,29
Diana Wang,你好嗎,139.05,4/4拍,29
Jay Chou,蒲公英的約定 - Live,139.23,4/4拍,29
Tang Siu Hau,可惜你是個人,139.49,4/4拍,29
Leon Lai,兩個人的煙火,139.96,4/4拍,29
Janice Vidal,愛深過做人,139.97,4/4拍,29
Wu Judy Chin-tai,森林狂想曲,139.99,4/4拍,29
G.E.M.,Quiero Volar - Batuspanish Mix,140.01,4/4拍,29
Twins,五福金雞喜滿堂 : 歡樂年年 / 新春頌獻,140.02,4/4拍,29
my little airport,今夜到干諾道中一起瞓,140.04,4/4拍,29
Wu Bai,挪威的森林,140.04,4/4拍,29
Hins Cheung,遇見神,140.05,4/4拍,29
Mixer,内容,140.07,4/4拍,29
Hong Ronghong,換仙桃,140.09,4/4拍,29
HANA,別再怕 - 劇集 "兄弟" 片尾曲,140.12,4/4拍,29
"于台煙, 梁弘志",我想你不是眞心愛我,140.32,4/4拍,29
Dave Wong,忘了你忘了我,140.44,4/4拍,29
Wakin Chau,難唸的經,140.88,6/8拍,29
Stephanie Ho,最真心一對 - 電視劇「EU超時任務」主題曲,140.91,6/8拍,29
Wanting,Everything In The World,140.98,4/4拍,29
S.H.E,說你愛我,141.86,4/4拍,29
Sammi Cheng,不拖不欠,141.87,4/4拍,29
Raymond Lam,如果時間來到,142.06,6/8拍,29
Miriam Yeung,一千零一個,142.11,4/4拍,29
"周啟生, PETERSON",天長地久,142.15,4/4拍,29
Endy Chow,物極必反,142.96,4/4拍,29
Serrini,同一種米養百樣人為什麼養出你這個賤人,142.98,4/4拍,29
"蔡立兒, Tom Brown",絕戀,143.27,4/4拍,29
Angela Chang,猜不透,143.42,4/4拍,29
"Justin Lo, Miriam Yeung",男人 (feat. 楊千嬅) - KTV,143.79,4/4拍,29
David Tao,說走就走,143.92,6/8拍,29
Eason Chan,月球上的人,143.97,6/8拍,29
S.H.E,我愛雨夜花,144.03,4/4拍,29
Eason Chan,如果這一秒鐘你跟我講你不愛我,144.05,4/4拍,29
賀一航,請先說你好,144.07,4/4拍,29
Yuki Hsu,心中的遺憾,144.08,4/4拍,29
Leslie Cheung,不羈的風,144.21,4/4拍,29
Alan Tam,夏日寒風,144.24,4/4拍,29
my little airport,春天在車廂裡,144.9,4/4拍,29
Sam Hui,最緊要好玩,144.93,4/4拍,29
my little airport,火炭麗琪,145.11,6/8拍,29
Serrini,你不想再跟我看戲,145.13,4/4拍,29
Fei Yu-ching,晚安曲,145.28,4/4拍,29
蔡楓華,絕對空虛,145.4,4/4拍,29
潘越雲,天天天藍,145.41,4/4拍,29
Beyond,海闊天空,145.69,4/4拍,29
Cyndi Wang,下一頁的我,146.01,4/4拍,29
Eason Chan,我甚麼都沒有,146.16,4/4拍,29
Dave Wong,安妮,146.44,4/4拍,29
楊采妮,不會哭於你面前,146.47,4/4拍,29
Show Luo,好朋友,146.79,4/4拍,29
Tsai Chin,抉擇 - Remastered,147.87,4/4拍,29
Stephy Tang,黑白照,147.92,4/4拍,29
"S.H.E, 飛輪海",謝謝你的溫柔,147.94,4/4拍,29
Kolor,大吟釀,147.99,4/4拍,29
FeiFei Ou-Yang,雨のエア・ポート,148.06,4/4拍,29
Endy Chow,在天之靈,148.13,4/4拍,29
Pakho Chau,相安無事,148.26,4/4拍,29
